CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductEngagement,AgeTenureInteraction,ZeroBalance,Geography_Germany,Geography_Spain,Gender_Male
709,32,2,0.0,2,0,0,109681.29,0.0,0,64,1,False,False,False
665,37,5,160389.82,1,0,1,183542.08,0.8738538113232055,1,185,0,False,False,False
690,21,8,0.0,2,1,1,155782.89,0.0,2,168,1,False,False,True
592,28,5,137222.77,1,0,0,39608.58,3.46438336382259,0,140,0,False,False,True
850,45,5,174088.3,4,1,0,5669.31,30.701725302496683,0,225,0,False,True,False
643,41,2,127841.52,1,1,0,172363.41,0.7416932532649867,0,82,0,True,False,True
700,32,8,110923.15,2,1,1,161845.81,0.6853588896809273,2,256,0,False,False,False
670,42,3,81589.04,1,1,0,188227.8,0.4334567292571594,0,126,0,False,True,True
850,38,7,80293.98,1,0,0,126555.74,0.6344504449150633,0,266,0,False,False,True
653,37,3,125734.2,2,1,0,134625.09,0.9339512125769975,0,111,0,True,False,False
703,44,6,98862.54,1,1,0,151516.7,0.6524817892563046,0,264,0,False,False,True
485,30,5,156771.68,1,1,1,141148.21,1.1106805344500335,1,150,0,True,False,False
549,45,3,143734.01,2,1,1,96404.38,1.4909334935456922,2,135,0,True,False,False
468,42,9,181627.14,2,1,0,172668.39,1.0518780427729548,0,378,0,True,False,True
757,49,2,0.0,2,0,0,164482.92,0.0,0,98,1,False,False,False
420,34,1,135549.9,1,0,0,149471.13,0.9068573519357755,0,34,0,True,False,False
659,48,4,123593.22,2,1,0,82469.06,1.4986435077166187,0,192,0,True,False,True
549,46,7,0.0,1,1,1,109057.56,0.0,1,322,1,False,False,False
738,38,5,177997.07,1,0,1,19233.41,9.25409565461067,1,190,0,False,True,True
556,46,3,131764.96,1,1,1,108500.66,1.2144050146329557,1,138,0,False,True,True
735,53,8,123845.36,2,0,1,170454.93,0.7265535437810817,2,424,0,False,False,False
671,29,6,0.0,2,0,0,12048.67,0.0,0,174,1,False,True,False
809,24,7,109558.36,1,1,0,183515.13,0.596995806308688,0,168,0,False,False,True
804,71,8,0.0,2,0,1,147995.96,0.0,2,568,1,False,False,False
481,39,1,111233.09,1,1,1,123995.15,0.8970689009295854,1,39,0,False,True,True
669,42,9,0.0,2,0,0,135630.32,0.0,0,378,1,False,False,False
718,41,1,0.0,2,0,1,27509.52,0.0,2,41,1,False,False,False
488,32,3,114540.38,1,1,0,92568.07,1.2373504454565656,0,96,0,True,False,True
663,31,4,103430.11,2,0,1,36479.27,2.8352342238695054,2,124,0,False,True,True
639,38,5,0.0,2,0,0,93716.38,0.0,0,190,1,False,False,False
704,40,6,95452.89,1,0,1,179964.55,0.5303953451091057,1,240,0,False,False,False
660,20,6,167685.56,1,1,0,57929.9,2.8945788862247954,0,120,0,False,False,False
498,37,8,108432.88,2,1,1,14865.05,7.293994033384793,2,296,0,True,False,True
620,22,0,0.0,1,1,0,32589.45,0.0,0,0,1,False,False,True
667,33,9,124573.33,2,0,0,683.37,182.02628695004165,0,297,0,True,False,True
786,32,9,0.0,2,1,0,133112.41,0.0,0,288,1,False,False,True
728,29,1,0.0,1,1,1,83056.22,0.0,1,29,1,False,True,False
405,31,5,133299.67,2,1,1,72950.14,1.827245879913597,2,155,0,True,False,True
681,23,7,157761.56,1,0,0,147759.84,1.0676818025669048,0,161,0,False,False,True
498,42,3,152039.7,1,1,1,53445.17,2.844725824132955,1,126,0,True,False,True
706,48,10,104478.12,3,0,1,158248.71,0.6602104989639476,3,480,0,True,False,False
748,34,8,0.0,2,1,0,53584.03,0.0,0,272,1,False,False,False
673,39,7,82255.51,2,1,0,109545.56,0.7508725970035024,0,273,0,False,False,True
554,46,7,87603.35,3,0,1,96929.24,0.9037772938558699,3,322,0,False,True,False
608,33,4,0.0,1,0,1,130474.03,0.0,1,132,1,False,False,True
438,54,2,0.0,1,0,0,191763.07,0.0,0,108,1,False,True,False
624,32,2,79368.87,2,1,1,145471.94,0.5455919843236824,2,64,0,False,False,False
492,28,9,0.0,2,1,0,95957.09,0.0,0,252,1,False,False,False
728,43,8,128412.61,1,0,1,139024.31,0.9236635401136671,1,344,0,False,True,False
773,41,9,102827.44,1,0,1,64595.25,1.591848443214583,1,369,0,False,True,True
618,31,4,0.0,2,1,0,29176.04,0.0,0,124,1,False,False,False
483,27,1,77805.66,1,1,1,2101.89,36.99939606921903,1,27,0,False,False,True
846,38,5,0.0,1,1,1,187616.16,0.0,1,190,1,False,False,False
608,41,1,83807.86,1,0,1,112542.58,0.7446702868346644,1,41,0,False,True,False
490,31,3,145260.23,1,0,1,114066.77,1.2734555080720873,1,93,0,False,True,True
756,26,5,155143.52,1,0,1,135034.57,1.1489085431342274,1,130,0,True,False,False
609,77,1,0.0,1,0,1,18708.76,0.0,1,77,1,False,False,True
652,31,1,132862.59,1,0,0,158054.49,0.8406072449618802,0,31,0,False,True,True
626,36,2,181671.16,2,1,1,57531.14,3.1577333991052656,2,72,0,True,False,True
685,33,1,0.0,3,0,1,70221.13,0.0,3,33,1,False,False,False
555,24,5,0.0,2,1,0,27513.47,0.0,0,120,1,False,False,True
658,40,5,143566.12,1,1,1,189607.71,0.757170490743806,1,200,0,False,False,False
721,41,2,0.0,2,1,0,168219.75,0.0,0,82,1,False,False,True
501,34,7,93244.42,1,0,1,199805.63,0.46667330308308586,1,238,0,True,False,False
583,24,9,135125.28,1,0,0,89801.9,1.5046872651105923,0,216,0,False,False,True
690,36,6,110480.48,1,0,0,81292.33,1.359034990939601,0,216,0,False,False,False
697,25,4,165686.11,2,1,0,15467.98,10.710861996072138,0,100,0,False,False,False
654,42,7,99263.09,1,1,1,67607.9,1.4681956073830518,1,294,0,False,False,True
414,60,3,0.0,2,1,1,93844.82,0.0,2,180,1,False,True,True
850,37,4,88141.1,1,1,0,109659.12,0.8037662187493504,0,148,0,False,True,True
534,38,3,0.0,1,0,0,143938.27,0.0,0,114,1,False,False,True
705,55,8,0.0,2,1,1,14392.68,0.0,2,440,1,False,False,False
795,35,8,0.0,2,1,0,167155.36,0.0,0,280,1,False,True,True
638,43,3,145860.98,1,1,1,142763.51,1.0216893540278322,1,129,0,False,False,False
754,39,3,160761.41,1,1,1,24156.03,6.654849954650882,1,117,0,True,False,False
653,38,8,102133.38,1,1,1,166520.96,0.6133328000703331,1,304,0,False,False,False
628,43,3,184926.61,1,1,0,122937.57,1.5042196277376578,0,129,0,False,True,True
639,22,4,0.0,2,1,0,28188.96,0.0,0,88,1,False,False,True
686,36,5,0.0,2,1,1,152979.14,0.0,2,180,1,False,True,False
678,30,0,0.0,1,1,0,35113.08,0.0,0,0,1,False,True,True
800,40,3,75893.11,2,1,0,132562.23,0.5725049849796207,0,120,0,False,False,False
793,35,2,0.0,2,1,1,79704.12,0.0,2,70,1,False,False,True
616,59,5,153861.1,1,1,1,17699.48,8.692481785804679,1,295,0,False,False,True
588,49,6,132623.76,3,1,0,36292.94,3.654157140282923,0,294,0,True,False,True
495,45,3,89158.94,3,1,0,135169.76,0.6596022690114342,0,135,0,False,True,False
445,33,7,0.0,2,1,0,122625.68,0.0,0,231,1,False,False,False
527,47,1,0.0,1,1,0,21312.16,0.0,0,47,1,False,False,True
564,24,6,149592.14,1,1,1,153771.8,0.972812747117826,1,144,0,False,True,False
739,40,1,109681.61,1,1,1,193321.3,0.5673510505513333,1,40,0,False,True,True
512,32,2,123403.85,2,1,0,80120.19,1.5402148919655338,0,64,0,True,False,False
670,40,3,0.0,1,1,1,182650.15,0.0,1,120,1,False,True,False
752,37,5,113291.05,2,1,1,132467.54,0.85522985306549,2,185,0,True,False,False
828,37,4,0.0,2,1,0,94845.45,0.0,0,148,1,False,False,True
732,62,2,0.0,2,1,1,25438.87,0.0,2,124,1,False,False,True
496,44,0,179356.28,2,1,0,2919.21,61.41896644419408,0,0,0,False,True,False
728,32,9,127772.1,2,1,1,152643.48,0.8370568002197001,2,288,0,True,False,False
593,40,2,0.0,1,1,1,5194.95,0.0,1,80,1,False,True,False
684,56,3,127585.98,3,1,1,80593.49,1.5830608271111337,3,168,0,True,False,False
670,29,9,0.0,2,1,0,27359.19,0.0,0,261,1,False,True,False
709,31,6,0.0,2,1,1,71009.84,0.0,2,186,1,False,False,True
530,48,0,0.0,1,1,0,85081.09,0.0,0,0,1,False,False,False
512,40,8,153537.57,2,0,0,23101.13,6.646035235712032,0,320,0,True,False,False
630,42,6,0.0,2,1,0,162697.93,0.0,0,252,1,False,False,True
668,34,0,0.0,1,0,0,99984.86,0.0,0,0,1,False,True,True
509,41,7,126683.8,1,0,1,114775.53,1.1037430736057277,1,287,0,False,True,True
431,45,5,83624.55,2,0,0,36899.62,2.2662098902403267,0,225,0,True,False,True
739,41,8,0.0,1,1,0,191694.77,0.0,0,328,1,False,True,False
665,33,2,101286.11,1,1,1,159840.51,0.6336658731514736,1,66,0,False,False,True
567,41,1,0.0,2,1,0,3414.72,0.0,0,41,1,False,True,False
673,41,9,98612.1,1,1,0,151349.35,0.6515485428345558,0,369,0,True,False,False
668,28,4,107141.27,1,1,0,193018.71,0.5550794268626764,0,112,0,False,False,True
719,37,9,101455.7,1,1,0,25803.59,3.9316919974314644,0,333,0,False,False,False
679,33,6,0.0,2,1,1,98015.85,0.0,2,198,1,False,False,False
472,31,4,58662.92,2,0,1,73322.0,0.8000616450499843,2,124,0,False,False,True
711,36,9,137688.71,1,1,1,46884.1,2.936726380022651,1,324,0,False,False,True
720,44,3,86102.27,1,1,0,180134.88,0.47798511878921623,0,132,0,False,False,True
625,31,4,77743.01,2,1,0,75335.68,1.0319410146558092,0,124,0,True,False,True
792,28,4,130142.79,1,1,0,38190.78,3.407612580508162,0,112,0,False,False,False
593,38,5,142658.04,2,0,1,135337.11,1.0540862437047482,2,190,0,True,False,False
686,26,1,57422.62,1,1,1,79189.4,0.7251209742595063,1,26,0,True,False,True
680,42,0,0.0,1,1,0,136377.21,0.0,0,0,1,False,True,True
700,43,0,0.0,2,1,0,59475.35,0.0,0,0,1,False,True,False
413,35,2,0.0,2,1,1,60972.84,0.0,2,70,1,False,True,True
610,31,5,0.0,2,0,0,63736.36,0.0,0,155,1,False,True,False
713,44,1,63438.91,1,1,0,64375.4,0.9854373652456491,0,44,0,False,False,True
410,50,2,102278.79,2,1,0,89822.48,1.1386643002475523,0,100,0,True,False,False
616,18,6,0.0,2,1,1,27308.58,0.0,2,108,1,False,False,True
598,20,8,180293.84,2,1,1,29552.7,6.100550523284732,2,160,0,True,False,True
632,41,3,81877.38,1,1,1,33642.21,2.433697022370933,1,123,0,True,False,False
674,44,4,131593.85,1,0,1,171345.02,0.7680006223663672,1,176,0,True,False,False
603,32,7,0.0,1,1,0,198055.94,0.0,0,224,1,False,False,True
626,26,8,0.0,2,0,0,191420.71,0.0,0,208,1,False,True,True
617,44,9,49157.09,2,1,0,53294.17,0.9223554404648676,0,396,0,True,False,True
571,25,6,82506.72,2,1,0,167705.07,0.49197217488907824,0,150,0,True,False,True
498,35,2,121968.11,2,0,1,188343.05,0.6475814340829987,2,70,0,True,False,True
711,42,3,177626.77,3,0,1,16392.72,10.835049640960074,3,126,0,False,True,True
665,28,8,191402.82,2,1,0,83238.4,2.299425752708453,0,224,0,False,False,True
577,37,4,0.0,1,1,1,79881.39,0.0,1,148,1,False,False,False
589,45,1,0.0,1,0,0,125939.22,0.0,0,45,1,False,True,False
440,42,2,0.0,2,1,0,49826.68,0.0,0,84,1,False,False,True
797,32,1,151922.94,1,1,0,8877.06,17.112177660434828,0,32,0,True,False,True
614,51,4,40685.92,1,1,1,46775.28,0.8697981113504537,1,204,0,False,False,True
714,54,4,137986.58,2,0,1,51308.54,2.6892967662543845,2,216,0,True,False,True
835,45,3,100212.13,1,1,0,152577.62,0.656790119087458,0,135,0,False,True,True
744,38,9,0.0,2,0,0,20940.76,0.0,0,342,1,False,False,False
667,43,8,190227.46,1,1,0,97508.04,1.9508699911310787,0,344,0,False,False,True
577,36,3,121092.47,2,0,1,143783.46,0.8421805110232358,2,108,0,False,False,True
525,26,7,153644.39,1,1,1,63197.88,2.431125203484619,1,182,0,False,False,True
708,32,8,187487.63,1,1,1,120115.5,1.560881560818039,1,256,0,False,True,False
734,45,2,0.0,2,1,0,99593.28,0.0,0,90,1,False,False,True
699,40,2,0.0,1,1,0,78387.32,0.0,0,80,1,False,True,True
418,34,8,155973.88,1,1,0,154208.96,1.0114384310844773,0,272,0,False,False,True
746,36,9,127157.04,1,1,1,155700.15,0.8166737368349559,1,324,0,False,False,True
840,43,7,0.0,2,1,0,90908.95,0.0,0,301,1,False,False,False
614,37,6,96340.81,2,1,1,139377.24,0.6912184427066951,2,222,0,True,False,False
545,37,9,110483.86,1,1,1,127394.67,0.8672497267764281,1,333,0,True,False,True
632,34,2,0.0,2,0,0,165385.55,0.0,0,68,1,False,False,False
691,28,1,0.0,2,0,0,92865.41,0.0,0,28,1,False,False,True
530,45,1,0.0,1,0,1,190663.89,0.0,1,45,1,False,False,False
722,37,9,0.0,2,1,0,31921.95,0.0,0,333,1,False,True,True
695,52,8,103023.26,1,1,1,22485.64,4.581531967425992,1,416,0,True,False,True
709,37,9,0.0,2,1,0,16733.59,0.0,0,333,1,False,False,False
736,24,0,0.0,2,1,0,109355.73,0.0,0,0,1,False,False,False
653,44,8,0.0,2,1,1,154639.72,0.0,2,352,1,False,False,True
655,45,7,57327.04,1,0,1,47349.0,1.2107083421330518,1,315,0,False,False,False
695,37,2,0.0,2,1,1,99692.65,0.0,2,74,1,False,False,True
519,39,1,97700.02,1,1,1,30709.03,3.1813716886632806,1,39,0,False,False,True
662,33,3,0.0,2,0,1,68064.83,0.0,2,99,1,False,True,True
512,40,5,0.0,2,1,1,146457.83,0.0,2,200,1,False,False,True
583,39,1,129299.28,2,1,0,73107.6,1.768591930361134,0,39,0,False,False,True
711,33,1,0.0,1,0,0,41590.4,0.0,0,33,1,False,False,True
526,32,7,125540.05,1,0,0,86786.41,1.4465237526963877,0,224,0,False,False,True
584,59,1,0.0,1,0,1,130260.11,0.0,1,59,1,False,True,False
706,28,3,0.0,2,0,1,181543.67,0.0,2,84,1,False,True,True
555,30,1,0.0,2,0,0,88146.86,0.0,0,30,1,False,False,True
630,29,6,131354.39,1,0,1,9324.31,14.085793394535948,1,174,0,True,False,True
691,40,1,0.0,2,1,1,145613.17,0.0,2,40,1,False,True,True
622,27,9,139834.93,1,1,1,152733.89,0.9155401886235685,1,243,0,False,True,True
489,46,8,92060.06,1,1,0,147222.95,0.6253062765942633,0,368,0,True,False,False
779,26,0,0.0,2,0,1,111906.0,0.0,2,0,1,False,False,False
539,40,7,81132.21,1,1,0,167289.82,0.4849770597095525,0,280,0,False,False,False
488,34,2,0.0,2,1,1,181270.84,0.0,2,68,1,False,False,False
711,58,9,91285.13,2,1,1,26767.85,3.4101252014935275,2,522,0,False,False,True
552,42,4,0.0,2,0,0,195692.3,0.0,0,168,1,False,True,True
584,31,5,0.0,2,1,0,31474.27,0.0,0,155,1,False,False,True
745,36,8,145071.24,1,0,0,6078.46,23.862520684402888,0,288,0,True,False,True
739,27,6,0.0,1,1,1,57572.38,0.0,1,162,1,False,False,False
694,42,3,156864.2,2,0,0,88890.75,1.7646654498308336,0,126,0,False,False,True
660,37,2,133200.09,1,0,0,71433.88,1.8646365752976695,0,74,0,True,False,False
687,34,7,111388.18,2,1,0,148564.76,0.7497567407187227,0,238,0,True,False,False
555,37,9,124969.13,1,1,0,60194.05,2.076069876177526,0,333,0,False,False,True
785,36,2,0.0,1,0,1,61811.1,0.0,1,72,1,False,False,True
545,33,7,173331.52,1,1,0,150452.88,1.1520574942965909,0,231,0,False,True,False
710,36,4,116085.06,1,1,0,58601.61,1.9808854929840154,0,144,0,False,False,False
613,30,9,111927.45,1,1,1,175795.87,0.6366862504434806,1,270,0,False,True,True
677,25,8,130866.19,1,1,0,42410.21,3.0856509399283825,0,200,0,False,True,False
492,51,8,117808.74,2,1,1,67311.12,1.750186147754669,2,408,0,True,False,True
626,49,9,171787.84,2,1,0,187192.23,0.9177032737775825,0,441,0,True,False,True
621,55,7,131033.76,1,0,1,75685.59,1.7312678507513684,1,385,0,True,False,False
799,28,3,142253.65,1,1,0,45042.56,3.1581351473995394,0,84,0,False,True,False
572,54,9,97382.53,1,1,1,195771.95,0.4974258701214851,1,486,0,True,False,False
706,57,7,0.0,1,1,0,17941.16,0.0,0,399,1,False,True,True
607,38,3,98205.77,1,1,0,176318.27,0.5569769543623905,0,114,0,True,False,True
674,36,2,0.0,2,1,1,182787.17,0.0,2,72,1,False,True,True
710,33,2,0.0,2,1,0,72945.32,0.0,0,66,1,False,False,False
751,44,10,0.0,2,1,0,170634.49,0.0,0,440,1,False,False,False
596,47,6,0.0,1,1,0,74835.65,0.0,0,282,1,False,False,True
789,27,6,0.0,2,1,0,103603.65,0.0,0,162,1,False,False,True
615,42,4,0.0,3,0,1,120321.09,0.0,3,168,1,False,True,True
629,34,6,0.0,2,1,0,190347.72,0.0,0,204,1,False,True,True
670,41,10,0.0,3,1,0,81602.02,0.0,0,410,1,False,False,False
556,26,4,0.0,1,1,0,195167.38,0.0,0,104,1,False,False,True
731,41,3,0.0,2,1,0,101371.72,0.0,0,123,1,False,True,True
499,31,4,0.0,1,1,0,25950.49,0.0,0,124,1,False,False,True
664,31,7,104158.84,1,1,0,134169.85,0.7763149745268811,0,217,0,False,False,False
429,24,4,95741.75,1,1,0,46170.75,2.0736001992560387,0,96,0,False,False,True
508,31,8,72541.48,1,1,0,129803.08,0.5588536200094789,0,248,0,False,False,True
726,36,2,0.0,1,1,0,195192.4,0.0,0,72,1,False,True,True
628,36,3,0.0,2,1,1,8742.91,0.0,2,108,1,False,False,True
800,38,1,0.0,2,1,0,51553.43,0.0,0,38,1,False,True,True
582,39,5,0.0,2,1,1,129892.93,0.0,2,195,1,False,False,True
584,35,9,0.0,2,1,0,192381.21,0.0,0,315,1,False,False,True
615,58,3,72309.3,1,1,1,85687.09,0.8438663996361688,1,174,0,True,False,True
564,44,3,111760.4,3,1,1,104722.47,1.0671953479005232,3,132,0,True,False,False
752,44,6,83870.33,1,1,0,178722.24,0.46927489676216705,0,264,0,False,True,True
573,35,9,0.0,2,1,0,11743.89,0.0,0,315,1,False,False,True
644,40,8,93183.19,1,1,0,73882.49,1.2612180339613084,0,320,0,False,False,True
508,44,3,115451.05,2,0,0,67234.33,1.7171188123862855,0,132,0,False,False,True
702,50,3,0.0,2,0,0,94949.84,0.0,0,150,1,False,False,True
731,30,7,0.0,2,1,1,184581.68,0.0,2,210,1,False,False,True
630,67,5,0.0,2,1,1,27330.27,0.0,2,335,1,False,False,True
603,55,7,127723.25,2,1,0,139469.11,0.9157750718057082,0,385,0,True,False,False
732,61,9,94867.18,2,1,1,157527.6,0.6022219457292199,2,549,0,True,False,False
729,38,7,0.0,2,0,0,45779.9,0.0,0,266,1,False,False,False
686,25,1,0.0,2,0,1,16459.37,0.0,2,25,1,False,False,True
689,38,6,121021.05,1,1,1,12182.15,9.9334777951515,1,228,0,False,True,False
697,48,1,0.0,2,1,1,87400.53,0.0,2,48,1,False,False,False
698,40,8,150777.1,1,1,0,114732.62,1.314149244136113,0,320,0,True,False,False
479,51,1,107714.74,3,1,0,86128.21,1.2506179959156714,0,51,0,True,False,True
838,35,0,0.0,2,0,1,197305.91,0.0,2,0,1,False,True,True
626,21,1,0.0,2,1,0,66232.23,0.0,0,21,1,False,False,True
761,31,7,0.0,3,1,1,166698.18,0.0,3,217,1,False,False,True
639,35,8,0.0,2,1,0,170483.9,0.0,0,280,1,False,False,True
473,48,8,0.0,2,1,0,71139.8,0.0,0,384,1,False,True,True
646,57,6,90212.0,1,1,0,13911.27,6.484347989221026,0,342,0,True,False,False
637,50,4,126345.55,1,0,1,17323.0,7.293093396444239,1,200,0,True,False,True
716,66,5,121411.9,1,0,0,10070.4,12.055116468415513,0,330,0,True,False,True
652,33,7,128135.99,1,1,0,158437.73,0.8087415873631403,0,231,0,True,False,True
588,21,8,0.0,2,1,1,110114.19,0.0,2,168,1,False,False,False
664,31,9,114519.57,2,0,1,79222.02,1.4455340127149912,2,279,0,False,False,False
685,33,6,0.0,1,1,0,58458.26,0.0,0,198,1,False,False,True
578,28,4,0.0,2,0,0,6947.09,0.0,0,112,1,False,True,True
659,29,6,123192.12,1,1,1,56971.41,2.162311897987113,1,174,0,False,False,True
693,39,0,0.0,2,0,0,81901.6,0.0,0,0,1,False,True,False
543,36,3,0.0,2,0,0,26019.59,0.0,0,108,1,False,False,False
529,35,5,0.0,2,1,0,56518.0,0.0,0,175,1,False,True,False
717,33,10,102185.42,2,1,0,23231.93,4.3983010321986935,0,330,0,True,False,False
850,39,2,0.0,2,1,0,179451.42,0.0,0,78,1,False,False,False
553,32,3,116324.53,1,1,0,77304.49,1.5047382792606319,0,96,0,False,False,True
534,23,5,104822.45,1,0,1,160176.47,0.6544144441786975,1,115,0,False,False,False
567,45,1,157320.51,1,1,0,62193.92,2.529475236884299,0,45,0,False,True,False
718,29,3,0.0,1,0,1,134462.29,0.0,1,87,1,False,False,False
738,37,7,140950.92,2,1,0,195333.98,0.7215856576226133,0,259,0,True,False,True
650,55,9,119618.42,1,1,1,29861.13,4.005689480288244,1,495,0,False,True,True
771,18,1,0.0,2,0,0,41542.95,0.0,0,18,1,False,True,True
597,39,8,162532.14,3,1,0,36051.46,4.508212199666819,0,312,0,True,False,False
543,57,1,106138.33,2,1,1,120657.32,0.879660267107979,2,57,0,True,False,False
651,33,1,96834.78,1,1,0,108764.69,0.8903063089104661,0,33,0,False,False,False
720,23,0,187861.18,2,1,1,104120.17,1.8042553690090113,2,0,0,True,False,True
430,60,7,73937.02,1,1,0,161937.62,0.45657434897246874,0,420,0,False,False,False
645,28,7,117466.03,2,1,1,34490.06,3.4056949829897953,2,196,0,True,False,True
766,44,3,116822.7,1,0,0,197643.24,0.5910756620076558,0,132,0,True,False,True
603,31,8,0.0,2,1,1,169915.02,0.0,2,248,1,False,False,True
589,37,5,0.0,1,1,0,61324.87,0.0,0,185,1,False,False,True
559,67,9,125919.35,1,1,0,175910.95,0.7158089601075993,0,603,0,False,True,True
687,38,4,117633.28,1,0,1,88396.6,1.3307293410680832,1,152,0,True,False,True
809,24,4,0.0,2,1,0,193518.76,0.0,0,96,1,False,False,False
670,40,3,47364.45,1,1,1,148579.43,0.3187798689235184,1,120,0,False,False,False
619,31,2,56116.3,2,0,0,2181.94,25.70675327768972,0,62,0,True,False,False
710,75,5,0.0,2,1,1,9376.89,0.0,2,375,1,False,True,False
776,29,5,0.0,2,1,1,143301.49,0.0,2,145,1,False,False,False
682,54,0,83102.72,2,1,1,54132.93,1.5351318479925622,2,0,0,False,True,False
662,41,4,90350.77,1,1,0,75884.65,1.1906173301539884,0,164,0,False,True,False
516,27,1,0.0,1,0,1,112311.15,0.0,1,27,1,False,True,False
734,22,5,130056.23,1,0,0,121894.31,1.0669502378721545,0,110,0,False,False,True
604,40,1,84315.02,1,0,0,36209.1,2.328494536054858,0,40,0,False,False,True
587,40,5,138241.9,2,1,0,159418.1,0.8671602085321017,0,200,0,True,False,True
585,55,10,106415.57,3,1,1,122960.98,0.8654347465777634,3,550,0,False,False,True
792,40,7,0.0,1,1,0,141652.2,0.0,0,280,1,False,True,False
753,33,5,122568.05,2,1,1,82820.85,1.4798999297890592,2,165,0,False,False,True
575,31,6,0.0,2,1,1,95686.42,0.0,2,186,1,False,True,False
776,33,2,0.0,2,1,1,176921.0,0.0,2,66,1,False,True,True
762,28,2,0.0,2,1,0,167909.52,0.0,0,56,1,False,False,True
675,32,2,155663.31,1,1,0,97658.66,1.5939366366829455,0,64,0,False,False,False
649,41,0,0.0,2,0,1,130567.02,0.0,2,0,1,False,False,True
593,29,5,101713.84,3,1,0,134594.99,0.7556974022777351,0,145,0,True,False,False
781,35,1,0.0,2,0,0,42117.9,0.0,0,35,1,False,True,True
698,38,1,171848.38,1,0,0,16957.45,10.133495690938735,0,38,0,False,True,False
629,37,10,99546.25,3,0,1,25136.95,3.95999872702428,3,370,0,False,False,False
733,34,3,100337.96,3,1,0,48559.19,2.066259625425683,0,102,0,True,False,True
547,43,1,92350.36,1,0,1,80262.91,1.150583867643627,1,43,0,False,False,True
663,33,8,122528.18,1,1,0,196260.3,0.6243114663970941,0,264,0,False,True,False
611,40,8,100812.33,2,1,0,147358.27,0.6841261496477283,0,320,0,False,False,False
850,53,2,94078.97,2,1,0,36980.54,2.5439440866983904,0,106,0,True,False,True
648,54,9,120633.42,1,0,0,5924.38,20.35876517624186,0,486,0,False,False,False
675,38,1,104016.88,1,0,0,22068.83,4.713080254809394,0,38,0,False,False,False
410,35,7,117183.74,1,1,1,109733.73,1.0678819731911675,1,245,0,False,False,False
634,44,9,149961.11,1,1,0,57121.51,2.6252542123936777,0,396,0,False,False,True
510,65,2,0.0,2,1,1,48071.61,0.0,2,130,1,False,False,True
759,39,6,0.0,2,1,1,140497.67,0.0,2,234,1,False,False,False
727,34,10,0.0,2,1,1,198637.34,0.0,2,340,1,False,False,True
678,54,1,123699.28,2,0,1,105221.76,1.1755943295918108,2,54,0,True,False,False
685,30,2,0.0,3,1,1,172576.43,0.0,3,60,1,False,True,False
516,42,8,56228.25,1,1,0,46857.52,1.1999578731893368,0,336,0,False,False,False
650,35,3,165982.43,2,1,1,24482.16,6.779452897420104,2,105,0,True,False,False
743,46,9,0.0,1,1,0,113436.08,0.0,0,414,1,False,False,False
517,37,5,113308.84,1,0,1,31517.16,3.5950334664206287,1,185,0,False,False,True
701,43,2,160416.56,1,0,1,37266.43,4.304470686602215,1,86,0,False,False,False
608,48,2,127924.25,2,1,0,32202.61,3.972357446882508,0,96,0,True,False,False
645,37,2,136925.09,2,0,1,153400.24,0.8925944144910433,2,74,0,True,False,False
644,40,4,77270.08,2,1,1,115800.1,0.6672655095676984,2,160,0,True,False,False
740,37,9,0.0,2,1,1,73225.31,0.0,2,333,1,False,False,False
637,38,3,104339.56,1,0,0,119882.86,0.870338676115367,0,114,0,False,False,False
850,41,8,60880.68,1,1,0,31825.84,1.9128722801258309,0,328,0,True,False,True
452,60,6,121730.49,1,1,1,142963.29,0.8514747983569882,1,360,0,False,False,False
806,36,8,167983.17,2,1,1,106714.28,1.5741248113672195,2,288,0,True,False,True
622,41,9,0.0,2,1,1,155786.39,0.0,2,369,1,False,True,False
715,41,4,94267.9,1,0,1,152821.12,0.6168472208080872,1,164,0,False,False,True
698,48,4,101238.24,2,0,1,177815.87,0.5693399057131081,2,192,0,False,False,True
688,54,9,0.0,1,1,0,191212.63,0.0,0,486,1,False,False,False
649,39,3,113096.41,1,1,1,60335.24,1.8744358282849578,1,117,0,False,False,True
711,51,7,0.0,3,1,0,38409.79,0.0,0,357,1,False,False,True
684,63,3,81245.79,1,1,0,69643.31,1.1665818786918845,0,189,0,True,False,False
592,37,9,0.0,3,1,1,10656.89,0.0,3,333,1,False,True,True
603,39,9,76769.68,1,0,0,48224.72,1.5918825058495756,0,351,0,False,False,False
787,46,7,117685.31,2,1,1,93360.35,1.2605356499236566,2,322,0,False,False,True
782,33,7,191523.09,1,1,1,167058.75,1.1464346738217912,1,231,0,False,False,True
631,34,6,125227.82,2,0,1,128247.03,0.9764502425495347,2,204,0,True,False,False
724,31,2,160997.54,2,0,1,64831.36,2.483289826253433,2,62,0,True,False,True
570,50,5,129293.74,1,1,0,177805.44,0.7271600511207581,0,250,0,True,False,False
792,50,4,146710.76,1,1,0,16528.4,8.875746246082738,0,200,0,True,False,False
521,61,0,125193.96,1,1,1,109356.53,1.144813347558234,1,0,0,True,False,False
785,55,5,0.0,2,1,1,7008.65,0.0,2,275,1,False,False,True
